city,title,price,area,location,property_type,bedrooms,bathrooms,built_in_year,parking_space,servant_quarters,store_rooms,kitchens,drawing_room,dining_room,study_room,prayer_room,powder_room,lounge_sitting_room,url
Islamabad,G-13 40x80 Brand New Double Storey House Available For Sale,130000000.0,14 Marla,"G-13, Islamabad, Islamabad Capital",House,6.0,7.0,2020,1,2,13,1,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_g-13_g-13_40x80_brand_new_double_storey_house_available_for_sale-54020256-330-1.html
Islamabad,G-14/4 25x50 Brand New Double Storey House Available For Sale,52500000.0,5 Marla,"G-14, Islamabad, Islamabad Capital",House,5.0,5.0,2027,2,,14,,Yes,,Yes,,Yes,,https://www.zameen.com/Property/g_14_g-14_4_g-14_4_25x50_brand_new_double_storey_house_available_for_sale-54006135-3346-1.html
Islamabad,Luxury corner apartment for sale,16000000.0,10.2 Marla,"G-15, Islamabad, Islamabad Capital",Flat,4.0,4.0,2015,3,,,,,,,,,,https://www.zameen.com/Property/g_15_g-15_markaz_luxury_corner_apartment_for_sale-54057049-3352-1.html
Islamabad,one bed apprment avilable for slae in E11/1,5000000.0,1.8 Marla,"E-11, Islamabad, Islamabad Capital",Flat,1.0,1.0,2022,2,,,1,Yes,Yes,Yes,Yes,,Yes,https://www.zameen.com/Property/islamabad_e-11_one_bed_apprment_avilable_for_slae_in_e11_1-54250282-329-1.html
Islamabad,G10/4 25/50 2 Unit House Livable 10 Years Old,48000000.0,5 Marla,"G-10, Islamabad, Islamabad Capital",House,4.0,4.0,2016,1,1,1,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/g_10_g-10_4_g10_4_25_50_2_unit_house_livable_10_years_old-54088282-3327-1.html
Islamabad,4 Marla Brnad New House Available In D-12 For Sale,42500000.0,4 Marla,"D-12, Islamabad, Islamabad Capital",House,4.0,4.0,2024,1,1,1,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/d_12_d-12_4_4_marla_brnad_new_house_available_in_d-12_for_sale-53759288-3157-1.html
Islamabad,Bahria Enclave Islamabad Sector A 10 Marla LOP CLEAR Semi Corner Sun Face Modern HouseAvailable,62000000.0,10 Marla,"Bahria Town, Islamabad, Islamabad Capital",House,5.0,6.0,2026,2,1,,2,Yes,Yes,,,Yes,Yes,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_a_bahria_enclave_islamabad_sector_a_10_marla_lop_clear_semi_corner_sun_face_modern_houseavailable-54175507-11970-1.html
Islamabad,Stunning And Affordable House Available For Sale In D-12/3,240000000.0,1.2 Kanal,"D-12, Islamabad, Islamabad Capital",House,9.0,,2026,1,1,1,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/d_12_d-12_3_stunning_and_affordable_house_available_for_sale_in_d-12_3-54065548-3156-1.html
Islamabad,14 Marla Spacious House Is Available In D-12 For Sale,153000000.0,14 Marla,"D-12, Islamabad, Islamabad Capital",House,5.0,5.0,2026,,,,,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_d-12_14_marla_spacious_house_is_available_in_d-12_for_sale-54065484-160-1.html
Islamabad,Ideal House For Sale In D-12,54000000.0,5 Marla,"D-12, Islamabad, Islamabad Capital",House,4.0,5.0,2025,1,1,1,12,Yes,Yes,Yes,Yes,Yes,12,https://www.zameen.com/Property/islamabad_d-12_ideal_house_for_sale_in_d-12-54047031-160-1.html
Islamabad,5 Marla House For sale In D-12,75000000.0,5 Marla,"D-12, Islamabad, Islamabad Capital",House,5.0,5.0,2026,,,,,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_d-12_5_marla_house_for_sale_in_d-12-54178352-160-1.html
Islamabad,1 Kanal brand new house available for sale in sector C bahria enclave Islamabad,110000000.0,1 Kanal,"Bahria Town, Islamabad, Islamabad Capital",House,6.0,6.0,2025,2025,8,,8,8,8,,,,,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c_1_kanal_brand_new_house_available_for_sale_in_sector_c_bahria_enclave_islamabad-54155786-11973-1.html
Islamabad,1 Kanal Semi Triple Storey House For Sale Very Prime Location In Bani Gala,75000000.0,1 Kanal,"Bani Gala, Islamabad, Islamabad Capital",House,8.0,6.0,2026,,,1,,,,,,,,https://www.zameen.com/Property/islamabad_bani_gala_1_kanal_semi_triple_storey_house_for_sale_very_prime_location_in_bani_gala-54207752-340-1.html
Islamabad,HOUSE AVAILABLE FOR SALE c-1 SIZE 5 MARLA IN MULTI GARDENS B-17 ISLAMABAD,29500000.0,5 Marla,"B-17, Islamabad, Islamabad Capital",House,4.0,6.0,2026,2026,4,4,4,4,4,,,,,https://www.zameen.com/Property/islamabad_b-17_house_available_for_sale_c-1_size_5_marla_in_multi_gardens_b-17_islamabad-54247961-616-1.html
Islamabad,HOUSE AVAILABLE FOR SALE C SIZE 10 MARLA IN MULTI GARDENS B-17 ISLAMABAD,55000000.0,10 Marla,"B-17, Islamabad, Islamabad Capital",House,4.0,7.0,2026,2,4,,4,4,4,,,,,https://www.zameen.com/Property/islamabad_b-17_house_available_for_sale_c_size_10_marla_in_multi_gardens_b-17_islamabad-54247971-616-1.html
Islamabad,Looking For A Corner House In DHA Phase 3 - Block B Islamabad,88000000.0,1 Kanal,"DHA Defence, Islamabad, Islamabad Capital",House,5.0,5.0,2026,,,,5,5,5,,,,,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_b_looking_for_a_corner_house_in_dha_phase_3_-_block_b_islamabad-54112153-16227-1.html
Islamabad,Beautiful Cube Apartment for Sale | Modern Living in Prime Location,11000000.0,5 Marla,"Bahria Town, Islamabad, Islamabad Capital",Flat,1.0,1.0,2024,1,1,,1,,1,,,,,https://www.zameen.com/Property/bahria_enclave_cube_apartments_beautiful_cube_apartment_for_sale_modern_living_in_prime_location-54250107-21520-1.html
Islamabad,New Corner Furnished House With 2 Separate Entrances,107500000.0,1 Kanal,"DHA Defence, Islamabad, Islamabad Capital",House,6.0,6.0,2023,3,2,2,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_new_corner_furnished_house_with_2_separate_entrances-49187077-339-1.html
Islamabad,10 Marla Top Location Corner Luxury House For Sale In G-13 Islamabad,96000000.0,10 Marla,"G-13, Islamabad, Islamabad Capital",House,7.0,7.0,2026,3,1,2,3,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_g-13_10_marla_top_location_corner_luxury_house_for_sale_in_g-13_islamabad-54173885-330-1.html
Islamabad,Perfect Corner 5400 Square Feet House In MPCHS - Block B For sale,120000000.0,1.2 Kanal,"B-17, Islamabad, Islamabad Capital",House,10.0,6.0,2026,,,,,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_b_perfect_corner_5400_square_feet_house_in_mpchs_-_block_b_for_sale-53899567-3117-1.html
Islamabad,MPCHS - Block F House Sized 5 Marla Is Available,21500000.0,5 Marla,"B-17, Islamabad, Islamabad Capital",House,3.0,4.0,2026,,,,,,,,,,,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_f_mpchs_-_block_f_house_sized_5_marla_is_available-54112608-8527-1.html
Islamabad,Corner Apartment First Floor In Mpchs For Sale Islamabad Pakistan,10000000.0,3.6 Marla,"B-17, Islamabad, Islamabad Capital",Flat,2.0,2.0,2026,Yes,2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_a_corner_apartment_first_floor_in_mpchs_for_sale_islamabad_pakistan-54209873-3116-1.html
Islamabad,04 Marla Proper Corner House For Sale In St 111 G--3/1 Islamabad,42500000.0,4 Marla,"G-13, Islamabad, Islamabad Capital",House,4.0,5.0,2026,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/g_13_g-13_1_04_marla_proper_corner_house_for_sale_in_st_111_g--3_1_islamabad-54095330-3337-1.html
Islamabad,G-7 PHA 3 Bed Flat For Sale,34000000.0,6.2 Marla,"G-7, Islamabad, Islamabad Capital",Flat,3.0,2.0,2026,7,,,3,3,3,3,,,,https://www.zameen.com/Property/islamabad_g-7_g-7_pha_3_bed_flat_for_sale-53799215-563-1.html
Islamabad,G-11/1 House Available For Sale,47500000.0,5 Marla,"G-11, Islamabad, Islamabad Capital",House,4.0,5.0,2024,2,,,4,4,4,,,,4,https://www.zameen.com/Property/g_11_g-11_1_g-11_1_house_available_for_sale-53799907-3330-1.html
Islamabad,Gulberg Greens 1455 Sqft Apartment For Sale,32000000.0,6.5 Marla,"Gulberg, Islamabad, Islamabad Capital",Flat,2.0,2.0,2026,Yes,,,,Yes,,,,,,https://www.zameen.com/Property/gulberg_gulberg_greens_gulberg_greens_1455_sqft_apartment_for_sale-54000865-8312-1.html
Islamabad,Luxury 4 Marla House For Sale,44900000.0,4.4 Marla,"G-13, Islamabad, Islamabad Capital",House,4.0,5.0,2026,1,1,1,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/g_13_g-13_1_luxury_4_marla_house_for_sale-54028088-3337-1.html
Islamabad,Bani Gala Kanal House Near Imran Khan Chowk For Sale,52500000.0,1 Kanal,"Bani Gala, Islamabad, Islamabad Capital",House,6.0,7.0,2024,2024,1,1,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_bani_gala_bani_gala_kanal_house_near_imran_khan_chowk_for_sale-54147167-340-1.html
Islamabad,Luxury Brand New House for Sale,43000000.0,4.4 Marla,"G-13, Islamabad, Islamabad Capital",House,4.0,5.0,2026,1,1,1,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/g_13_g-13_4_luxury_brand_new_house_for_sale-53997029-3340-1.html
Islamabad,"Investor Alert Prime Opportunity in F-6, Islamabad 533 sq. yards old demolishable house is available for sale in F-6, located in a prime Margalla-facing area near the main road.",250000000.0,1.1 Kanal,"F-6, Islamabad, Islamabad Capital",House,5.0,6.0,2026,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_f-6_investor_alert_prime_opportunity_in_f-6_islamabad_533_sq_yards_old_demolishable_house_is_available_for_sale_in_f-6_located_in_a_prime_margalla-facing_area_near_the_main_road-54113909-164-1.html
Islamabad,A Palatial Residence For sale In D-12 D-12,45000000.0,5 Marla,"D-12, Islamabad, Islamabad Capital",House,3.0,3.0,2024,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_d-12_a_palatial_residence_for_sale_in_d-12_d-12-54178428-160-1.html
Islamabad,BRAND NEW 6 MARLA HOUSE AVAILABLE FOR SALE IN I-11,44500000.0,6 Marla,"I-11, Islamabad, Islamabad Capital",House,4.0,5.0,2025,2025,4,4,4,4,4,4,,,,https://www.zameen.com/Property/islamabad_i-11_brand_new_6_marla_house_available_for_sale_in_i-11-53859565-706-1.html
Islamabad,Brand New Double Storey House For Sale,32500000.0,4 Marla,"I-11, Islamabad, Islamabad Capital",House,5.0,5.0,2026,2026,,11,5,,5,,,,,https://www.zameen.com/Property/islamabad_i-11_brand_new_double_storey_house_for_sale-53933357-706-1.html
Islamabad,"2 Bedroom Apartment For Sale In El-Cielo Tower A, Al Ghurair Giga DHA 2 Islamabad",11000000.0,4.2 Marla,"DHA Defence, Islamabad, Islamabad Capital",Flat,2.0,2.0,2025,1,,,,,,,,,,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_2_bedroom_apartment_for_sale_in_el-cielo_tower_a_al_ghurair_giga_dha_2_islamabad-54119116-9914-1.html
Islamabad,BEAUTIFUL LOCATION MODERN LUXURY HOUSE FOR SALE SOLID CONSTRUCTION,120000000.0,10 Marla,"D-12, Islamabad, Islamabad Capital",House,5.0,6.0,2026,3,1,,2,Yes,Yes,,,,Yes,https://www.zameen.com/Property/islamabad_d-12_beautiful_location_modern_luxury_house_for_sale_solid_construction-54156863-160-1.html
Islamabad,Gulberg Green (4)Kanal furnished Farm house available for sale,280000000.0,4 Kanal,"Gulberg, Islamabad, Islamabad Capital",Farm House,7.0,6.0,2026,Yes,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/gulberg_gulberg_greens_gulberg_green_4_kanal_furnished_farm_house_available_for_sale-54124796-8312-1.html
Islamabad,Elegant Designer House With Swimming Pool Ready For Sale In DHA DEFENCE PHASE 2 Islamabad,140000000.0,1 Kanal,"DHA Defence, Islamabad, Islamabad Capital",House,5.0,6.0,2026,3,2,1,1,Yes,,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_elegant_designer_house_with_swimming_pool_ready_for_sale_in_dha_defence_phase_2_islamabad-54247604-339-1.html
Islamabad,Prime Location Beautiful Corner Luxuary Designer House Available,69000000.0,10 Marla,"Top City 1, Islamabad, Islamabad Capital",House,4.0,6.0,2026,2026,4,,4,4,4,,,4,,https://www.zameen.com/Property/islamabad_top_city_1_prime_location_beautiful_corner_luxuary_designer_house_available-54245848-1383-1.html
Islamabad,Brand New 1.5 Storey House For Sale In Bani Gala,14000000.0,5 Marla,"Bani Gala, Islamabad, Islamabad Capital",House,3.0,4.0,2026,1,,1,5,5,,,,,,https://www.zameen.com/Property/islamabad_bani_gala_brand_new_1_5_storey_house_for_sale_in_bani_gala-53774818-340-1.html
Islamabad,Beautiful Location Ideal House Near Masjid Park And School,105000000.0,1 Kanal,"DHA Defence, Islamabad, Islamabad Capital",House,6.0,7.0,2020,3,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_b_beautiful_location_ideal_house_near_masjid_park_and_school-54141558-16227-1.html
Islamabad,House Of 20 Marla Available For Sale In DHA Defence Phase 2,135000000.0,1 Kanal,"DHA Defence, Islamabad, Islamabad Capital",House,6.0,,2026,Yes,1,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_house_of_20_marla_available_for_sale_in_dha_defence_phase_2-49186282-339-1.html
Islamabad,SUN FACING TRIPLE STOREY HOUSE AVAILABLE FOR SALE G-11/3 ISLAMABAD,190000000.0,1 Kanal,"G-11, Islamabad, Islamabad Capital",House,9.0,7.0,2017,10,3,11,3,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/g_11_g-11_3_sun_facing_triple_storey_house_available_for_sale_g-11_3_islamabad-50260790-3332-1.html
Islamabad,A House At Affordable Price Awaits You,28000000.0,5 Marla,"B-17, Islamabad, Islamabad Capital",House,,,2025,,,,,,,,,,,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_c1_a_house_at_affordable_price_awaits_you-53813102-12607-1.html
Islamabad,This Is Your Chance To Buy House In MPCHS - Block B,77500000.0,14 Marla,"B-17, Islamabad, Islamabad Capital",House,5.0,6.0,2025,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_b_this_is_your_chance_to_buy_house_in_mpchs_-_block_b-52871455-3117-1.html
Islamabad,01 bed apartment on instalment,5595000.0,1.7 Marla,"Faisal Hills, Islamabad, Islamabad Capital",Flat,1.0,1.0,2025,2025,,,,,,,,,,https://www.zameen.com/Property/faisal_hills_faisal_hills_-_executive_block_01_bed_apartment_on_instalment-53353023-16527-1.html
Islamabad,Newly Renovated Fully Furnished Flat Available For Sale In Diplomatic Enclave,55000000.0,6.7 Marla,"Diplomatic Enclave, Islamabad, Islamabad Capital",Flat,2.0,2.0,2026,Yes,,1,Yes,Yes,Yes,Yes,,Yes,Yes,https://www.zameen.com/Property/islamabad_diplomatic_enclave_newly_renovated_fully_furnished_flat_available_for_sale_in_diplomatic_enclave-54202802-429-1.html
Islamabad,7 Marla Structure For Sale,27500000.0,7 Marla,"Gulberg, Islamabad, Islamabad Capital",House,5.0,5.0,2026,2,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/gulberg_gulberg_residencia_7_marla_structure_for_sale-54155136-8319-1.html
Islamabad,Prime Location 5 Bed Liveable House 60x100 For Sale,320000000.0,1.3 Kanal,"F-7, Islamabad, Islamabad Capital",House,5.0,5.0,2020,4,1,,1,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_f-7_prime_location_5_bed_liveable_house_60x100_for_sale-54164557-165-1.html
Islamabad,Main Margalla Road 4 Kanal House with extra land,1.6,4 Kanal,"F-7, Islamabad, Islamabad Capital",House,7.0,6.0,2026,8,3,,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_f-7_main_margalla_road_4_kanal_house_with_extra_land-54018906-165-1.html
Islamabad,Brand New SunFace 25X40 Luxury House For Sale In G-13 Islamabad,45000000.0,4 Marla,"G-13, Islamabad, Islamabad Capital",House,4.0,4.0,2026,Yes,4,,4,4,4,,,,4,https://www.zameen.com/Property/islamabad_g-13_brand_new_sunface_25x40_luxury_house_for_sale_in_g-13_islamabad-54098831-330-1.html
Islamabad,Brand New 1 Kanal Modern Contemporary Luxury House For Sale DHA 2,105000000.0,1 Kanal,"DHA Defence, Islamabad, Islamabad Capital",House,5.0,6.0,2026,2026,1,2,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_brand_new_1_kanal_modern_contemporary_luxury_house_for_sale_dha_2-54250135-339-1.html
Islamabad,PHA Flat For Sale Ground Floor G-11/4 In Islamabad,29500000.0,4.9 Marla,"G-11, Islamabad, Islamabad Capital",Flat,3.0,3.0,2026,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/g_11_g-11_4_pha_flat_for_sale_ground_floor_g-11_4_in_islamabad-54067444-3333-1.html
Islamabad,PHA Flat For Sale Ground Floor G-11/4 In Islamabad,29500000.0,4.9 Marla,"G-11, Islamabad, Islamabad Capital",Flat,3.0,3.0,2026,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/g_11_g-11_4_pha_flat_for_sale_ground_floor_g-11_4_in_islamabad-54116037-3333-1.html
Islamabad,Prime Location 20 Marla House In Beautiful Location Of Top City 1,78000000.0,1 Kanal,"Top City 1, Islamabad, Islamabad Capital",House,6.0,7.0,2015,3,1,1,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_top_city_1_prime_location_20_marla_house_in_beautiful_location_of_top_city_1-54192013-1383-1.html
Islamabad,A beautiful park face grey structure available for sale,50000000.0,1 Kanal,"Top City 1, Islamabad, Islamabad Capital",House,7.0,6.0,2026,4,2,2,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_top_city_1_a_beautiful_park_face_grey_structure_available_for_sale-54151640-1383-1.html
Islamabad,DESIGNER HOUSE BRAND NEW FOR SALE 25*40,44400000.00000001,4 Marla,"G-13, Islamabad, Islamabad Capital",House,5.0,5.0,2025,Yes,,,,,,,,,,https://www.zameen.com/Property/g_13_g-13_4_designer_house_brand_new_for_sale_25_40-53788429-3340-1.html
Islamabad,1 Bed Cube Apartment All Charges Paid For Sale in Bahria Enclave Islamabad,11800000.0,4.9 Marla,"Bahria Town, Islamabad, Islamabad Capital",Flat,1.0,1.0,2026,1,1,2,1,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/bahria_enclave_cube_apartments_1_bed_cube_apartment_all_charges_paid_for_sale_in_bahria_enclave_islamabad-54123025-21520-1.html
Islamabad,Cda Sector G-9/4(35*70) 5-Bedroom Liveable House For Sale.,73500000.0,10 Marla,"G-9, Islamabad, Islamabad Capital",House,5.0,5.0,2024,,,,,,,,,,,https://www.zameen.com/Property/g_9_g-9_4_cda_sector_g-9_4_35_70_5-bedroom_liveable_house_for_sale-54241558-3387-1.html
Islamabad,7 Marla Ideal Location House Available For Sale In F Block At The Ideal Location.,41500000.0,7 Marla,"Gulberg, Islamabad, Islamabad Capital",House,5.0,6.0,2021,Yes,1,1,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/gulberg_residencia_gulberg_residencia_-_block_f_7_marla_ideal_location_house_available_for_sale_in_f_block_at_the_ideal_location-54247122-9116-1.html
Islamabad,5 Marla Most Beautiful House For Sale,14800000.0,5 Marla,"Bani Gala, Islamabad, Islamabad Capital",House,3.0,4.0,2026,1,,3,3,,3,,,,,https://www.zameen.com/Property/islamabad_bani_gala_5_marla_most_beautiful_house_for_sale-54246913-340-1.html
Islamabad,Farm House Available For Sale,265000000.0,88 Kanal,"Sehala Farm House, Islamabad, Islamabad Capital",Farm House,7.0,3.0,2023,2,2,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_sehala_farm_house_farm_house_available_for_sale-52262687-12406-1.html
Islamabad,"Fully Furnished 3-Bed Luxury Corner Apartment with Double Parking Galleria, Behria Enclave",30000000.0,11.2 Marla,"Bahria Town, Islamabad, Islamabad Capital",Flat,3.0,3.0,2025,3,2,1,3,Yes,Yes,Yes,Yes,,,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_h_fully_furnished_3-bed_luxury_corner_apartment_with_double_parking_galleria_behria_enclave-54246496-11983-1.html
Islamabad,10 Marla Luxurious Designer House For Sale In DHA 2 Islamabad,77000000.0,10 Marla,"DHA Defence, Islamabad, Islamabad Capital",House,5.0,6.0,2026,2,2,1,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_10_marla_luxurious_designer_house_for_sale_in_dha_2_islamabad-53912913-339-1.html
Islamabad,Luxury 10 Marla Designer House On Main Boulevard Sector C-2 Near To Gate Bahria Enclave Islamabad,55000000.0,10 Marla,"Bahria Town, Islamabad, Islamabad Capital",House,5.0,6.0,2026,Yes,1,2,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c2_luxury_10_marla_designer_house_on_main_boulevard_sector_c-2_near_to_gate_bahria_enclave_islamabad-54143738-11988-1.html
Islamabad,Zam Zam Real Estate Offer House,15000000.0,5 Marla,"Bani Gala, Islamabad, Islamabad Capital",House,3.0,4.0,2026,5,3,,,,,,,,,https://www.zameen.com/Property/islamabad_bani_gala_zam_zam_real_estate_offer_house-54188068-340-1.html
Islamabad,5 Marla Triple Storry House For Sale,18500000.0,5 Marla,"Chatha Bakhtawar, Islamabad, Islamabad Capital",House,8.0,6.0,2026,,,,8,,,,,,,https://www.zameen.com/Property/islamabad_chatha_bakhtawar_5_marla_triple_storry_house_for_sale-54226303-3153-1.html
Islamabad,Beautiful Brand New House,53000000.0,4.4 Marla,"D-12, Islamabad, Islamabad Capital",House,3.0,3.0,2026,1,,,,,,,,,,https://www.zameen.com/Property/islamabad_d-12_beautiful_brand_new_house-54250044-160-1.html
Islamabad,1 Kanal Luxury Designer House for Sale in DHA Phase 2 Islamabad,130000000.0,1 Kanal,"DHA Defence, Islamabad, Islamabad Capital",House,5.0,6.0,2026,2,2,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_luxury_designer_house_for_sale_in_dha_phase_2_islamabad-53916467-339-1.html
Islamabad,1 Kanal Luxury House For Sale in DHA Phase 2 Islamabad,91000000.0,1 Kanal,"DHA Defence, Islamabad, Islamabad Capital",House,5.0,6.0,2025,3,2,1,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_luxury_house_for_sale_in_dha_phase_2_islamabad-53904806-339-1.html
Islamabad,Brand New Double Story House for Sale,36500000.0,7 Marla,"FECHS, Islamabad, Islamabad Capital",House,4.0,4.0,2026,,4,,4,4,,,,,,https://www.zameen.com/Property/fechs_jinnah_gardens_brand_new_double_story_house_for_sale-54250026-1420-1.html
Islamabad,1 Kanal Modern Luxury House For Sale In Dha 2 Islamabad,127500000.0,1 Kanal,"DHA Defence, Islamabad, Islamabad Capital",House,5.0,6.0,2026,2,2,1,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_modern_luxury_house_for_sale_in_dha_2_islamabad-53958920-339-1.html
Islamabad,1 Kanal Luxury Designer House For Sale in DHA Phase 2 Islamabad,136000000.0,1 Kanal,"DHA Defence, Islamabad, Islamabad Capital",House,5.0,7.0,2026,2026,2,1,1,Yes,Yes,Yes,,Yes,Yes,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_luxury_designer_house_for_sale_in_dha_phase_2_islamabad-54090587-339-1.html
Islamabad,2 Kanal Ultra Luxury House For Sale in DHA Phase 2 Islamabad,300000000.0,2 Kanal,"DHA Defence, Islamabad, Islamabad Capital",House,7.0,7.0,2026,5,2,2,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_2_kanal_ultra_luxury_house_for_sale_in_dha_phase_2_islamabad-54093999-339-1.html
Islamabad,G-10/4 Main Sawan Road (35*70) 5 Bedrooms Livable House For Sale.,87500000.0,10 Marla,"G-10, Islamabad, Islamabad Capital",House,5.0,5.0,2024,,,,,,,,,,,https://www.zameen.com/Property/g_10_g-10_4_g-10_4_main_sawan_road_35_70_5_bedrooms_livable_house_for_sale-54241510-3327-1.html
Islamabad,Corner Brand New House For Sale In D 12,130000000.0,10 Marla,"D-12, Islamabad, Islamabad Capital",House,5.0,5.0,2024,2,,1,2,Yes,Yes,,,Yes,Yes,https://www.zameen.com/Property/d_12_d-12_1_corner_brand_new_house_for_sale_in_d_12-52932983-3154-1.html
Islamabad,10 Marla Brand New House For Sale In Top City-1 Islamabad,51000000.0,10 Marla,"Top City 1, Islamabad, Islamabad Capital",House,5.0,6.0,2026,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_d_10_marla_brand_new_house_for_sale_in_top_city-1_islamabad-53681427-9233-1.html
Islamabad,Stunning 4 Marla House In D-12/1 Available,53000000.0,4 Marla,"D-12, Islamabad, Islamabad Capital",House,3.0,3.0,2026,,,,,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/d_12_d-12_1_stunning_4_marla_house_in_d-12_1_available-54232728-3154-1.html
Islamabad,"4500 Sq. Ft Prime Location, Near School, Market & Mosque, Ready to Move Designer House for Sale Block-B, Top City-1 , ISlamabad.",95000000.0,1 Kanal,"Top City 1, Islamabad, Islamabad Capital",House,6.0,7.0,2025,Yes,1,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_b_4500_sq_ft_prime_location_near_school_market_mosque_ready_to_move_designer_house_for_sale_block-b_top_city-1_islamabad-54045926-9230-1.html
Islamabad,ELEGANT HOUSE WITH COMPLETE MARGHALLA VIEW FROM TERRACE,116000000.0,1 Kanal,"DHA Defence, Islamabad, Islamabad Capital",House,5.0,7.0,2025,3,2,Yes,4,Yes,Yes,Yes,Yes,,,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_elegant_house_with_complete_marghalla_view_from_terrace-52751497-339-1.html
